X,Graphic Profile 1
265.232901971,-6.2574
265.732490848,-6.2944
266.232079725,-6.2596
266.7316686,-6.1963
267.231257475,-6.185
267.73084635,-6.2179
268.230435226,-6.1465
268.7300241,-6.1309
269.229612974,-6.2261
269.72920185,-6.2308
270.228790725,-6.181
270.728379601,-6.1496
271.227968477,-6.2539
271.727557351,-6.2478
272.227146228,-6.21120000001
272.726735103,-6.1865
273.226323977,-6.186
273.725912853,-6.2166
274.225501727,-6.2404
274.725090604,-6.254
275.224679478,-6.2741
275.724268354,-6.4437
276.22385723,-8.7948
276.723446105,-9.4801
277.22303498,-9.5819
277.722623855,-9.6246
278.22221273,-9.6094
278.721801606,-9.2233
279.22139048,-7.2487
279.720979357,-7.0644
280.22056823,-7.40700000001
280.720157107,-9.13959999999
281.219745981,-9.67690000001
281.719334857,-9.71769999999
282.218923732,-9.7435
282.718512608,-8.8236
283.218101483,-7.5582
283.717690359,-7.2637
284.217279233,-6.96829999999
284.716868109,-6.9161
285.216456984,-6.87390000001
285.71604586,-6.76360000001
286.215634734,-6.61689999999
286.71522361,-6.5702
287.214812484,-6.5447
287.714401359,-6.60219999999
288.213990235,-6.5861
288.713579111,-6.4699
289.213167985,-6.3857
289.712756862,-6.3349
290.212345737,-6.2706
290.711934613,-6.2669
291.211523487,-6.3633
291.711112362,-6.2558
292.210701237,-6.28939999999
292.710290112,-6.2792
293.209878988,-6.26149999999
293.709467864,-6.2362
294.209056738,-6.1777
294.708645615,-6.0935
295.208234489,-6.067
295.707823363,-6.07369999999
296.206877368,-6.18700000001
296.705931372,-6.13499999999
297.204985377,-6.1128
297.704039382,-6.15330000001
298.203093386,-6.02770000001
298.70214739,-6.0839
299.201201393,-6.1336
299.700255398,-6.1321
300.199309402,-6.16899999999
300.698363406,-6.1572
301.19741741,-6.175
301.696471414,-6.2283
302.195525418,-6.34789999999
302.694579423,-6.4146
303.193633427,-6.6256
303.692687431,-7.3223
304.191741436,-7.7341
304.690795441,-7.84639999999
305.189849445,-7.90979999999
305.68890345,-7.56909999999
306.187957453,-7.6103
306.687011457,-7.9552
307.186065462,-7.9826
307.685119466,-8.0895
308.184173469,-7.8486
308.683227475,-7.3942
309.182281479,-6.9743
309.681335483,-6.82610000001
310.180389487,-6.7172
310.67944349,-6.59729999999
311.178497495,-6.6151
311.677551499,-6.6575
312.176605504,-7.2746
312.675659509,-7.8512
313.174713513,-7.9581
313.673767516,-7.7919
314.172821521,-7.4526
314.671875525,-7.13649999999
315.170929529,-7.35520000001
315.669983534,-8.0114
316.169037538,-7.7959
316.668091542,-7.2559
317.167145547,-6.9289
317.66619955,-6.5505
318.165253554,-6.4191
318.664307559,-6.26579999999
319.163361563,-6.11990000001
319.662415568,-6.0457
320.161469572,-6.0387
320.660523576,-6.0013
321.15957758,-5.92600000001
321.658631584,-5.9865
322.157685589,-6.0153
322.656739593,-5.92539999999
323.155793597,-5.9341
323.654847602,-5.97070000001
324.153901605,-5.89629999999
324.652955609,-5.8651
325.152009615,-5.9639
325.651063618,-5.91529999999
326.150117621,-5.8272
326.649171627,-5.7499
327.148225632,-5.8781
327.647279636,-5.9274
328.14633364,-5.9259
328.645387643,-5.9388
329.144441649,-6.0876
329.643495653,-6.2752
330.142549656,-6.4013
330.641603661,-6.60219999999
331.140657665,-7.5309
331.639711669,-7.8026
332.138765674,-7.70209999999
332.637819677,-7.4045
333.136873681,-6.9629
333.635927686,-7.5962
334.13498169,-7.6194
334.634035693,-7.36139999999
335.1330897,-6.78389999999
335.632143704,-6.5917
336.131197708,-6.3496
336.630251713,-6.16
337.129305716,-6.0974
337.62835972,-5.9522
338.127413724,-5.97319999999
338.626467729,-5.9455
339.125521732,-5.95759999999
339.624575736,-5.9164
340.123629741,-5.8312
340.622683745,-5.8297
341.121737748,-5.8058
341.620791754,-5.7776
342.119845757,-5.8317
342.618899763,-5.8527
343.117953768,-5.8694
343.617007772,-5.8572
344.116061775,-5.8643
344.615115781,-5.87300000001
345.114169784,-5.97960000001
345.613223788,-6.10060000001
346.112277791,-6.448
346.611331795,-7.5818
347.1103858,-7.6296
347.609439804,-7.52129999999
348.108493808,-7.44100000001
348.607547813,-7.03049999999
349.106601816,-7.5056
349.60565582,-7.5722
350.104709827,-7.4457
350.603763831,-7.0238
351.102817835,-6.5877
351.601871839,-6.6225
352.100925841,-6.955
352.599979847,-7.25840000001
353.099033852,-7.3471
353.598087855,-7.24430000001
354.097141859,-7.28969999999
354.596195864,-7.41740000001
355.095249868,-7.33560000001
355.594303872,-7.2265
356.093357876,-7.0704
356.59241188,-6.78260000001
357.091465884,-6.2672
357.590519891,-6.08229999999
358.089573895,-6.02370000001
358.588627898,-5.9433
359.0876819,-5.9163
359.586735905,-5.8533
360.085789911,-5.74589999999
360.584843914,-5.7781
361.08389792,-5.7884
361.582951924,-5.74000000001
362.082005927,-5.73579999999
362.581059932,-5.7291
363.080113936,-5.8078
363.57916794,-5.7597
364.078221943,-5.6784
364.577275948,-5.7455
365.076329954,-5.7546
365.575383956,-5.7692
366.074437959,-5.7668
366.573491965,-5.8156
367.072545969,-5.7359
367.571599974,-5.8241
368.070653979,-5.8622
368.569707982,-5.8688
369.068761986,-5.9014
369.567815991,-6.0166
370.066869995,-6.36440000001
370.565923998,-6.982
371.064978003,-6.7515
371.564032007,-6.4268
372.063086011,-6.4283
372.562140016,-7.2304
373.06119402,-7.2545
373.560248024,-6.65889999999
374.059463858,-6.216
374.558679691,-6.11
375.057895525,-5.9878
375.557111357,-6.49069999999
376.056327191,-6.09639999999
376.555543025,-6.1002
377.054758858,-5.9767
377.553974691,-5.97229999999
378.053190523,-5.959
378.552406358,-5.905
379.051622191,-5.9311
379.550838025,-5.9102
380.050053858,-5.92389999999
380.54926969,-5.9593
381.048485524,-5.99619999999
381.547701357,-5.997
382.046917191,-6.11320000001
382.546133023,-6.1822
383.045348858,-6.2787
383.544564691,-6.3789
384.043780523,-6.3998
384.542996357,-6.37450000001
385.042212192,-6.4047
385.541428025,-6.44650000001
386.040643857,-6.512
386.539859691,-6.618
387.039075524,-6.7153
387.538291358,-7.3735
388.037507191,-8.16160000001
388.536723026,-7.97070000001
389.035938858,-8.01639999999
389.53515469,-7.2619
390.034370525,-7.2853
390.533586356,-7.8069
391.032802191,-8.1813
391.532018024,-7.71550000001
392.031233858,-7.1375
392.530449691,-6.7357
393.029665524,-6.6908
393.528881357,-6.5665
394.028097191,-6.4411
394.527313025,-6.30929999999
395.026528857,-6.2991
395.525744691,-6.23850000001
396.024960524,-6.2053
396.524176359,-6.15949999999
397.023392191,-6.12820000001
397.522608023,-6.16
398.021823858,-6.1504
398.521039693,-6.1784
399.020255525,-6.2301
399.519471357,-6.34510000001
400.018687191,-6.8852
400.517903024,-7.1836
401.017118857,-7.0239
401.516334692,-6.9134
402.015550525,-7.1716
402.514766357,-6.5431
403.013982191,-6.53630000001
403.513198026,-6.7565
404.012413858,-6.48299999999
404.511629692,-5.9529
405.010845524,-5.95419999999
405.510061359,-6.0361
406.009277192,-6.13129999999
406.508493024,-6.14
407.007708858,-6.07180000001
407.50692469,-5.9889
408.006140525,-6.0197
408.505356358,-6.08500000001
409.004572192,-6.1684
409.503788024,-6.2163
410.003003857,-6.2836
410.502219692,-6.2947
411.001435523,-6.4023
411.500651358,-6.7307
411.999867191,-6.8888
412.499083026,-7.3266
412.998298858,-7.5922
413.49751469,-7.7828
413.996730525,-7.7847
414.495946357,-7.09940000001
414.99516219,-7.0527
415.494378024,-7.715
415.993593859,-7.6642
416.492809691,-7.2994
416.992025524,-6.7988
417.491241359,-6.8075
417.990457192,-6.8535
418.489673025,-6.8643
418.988888858,-6.92999999999
419.488104691,-7.0529
419.987320523,-7.63529999999
420.486536358,-8.25870000001
420.985752192,-8.31909999999
421.484968026,-8.3272
421.984183858,-8.1789
422.48339969,-7.6976
422.982615525,-8.0091
423.481831358,-8.2985
423.981047192,-8.33259999999
424.480263024,-8.23149999999
424.979478859,-7.7306
425.478694691,-7.1317
425.977910524,-6.95789999999
426.477126358,-6.7654
426.97634219,-6.60980000001
427.475558025,-6.6231
427.974773858,-6.6298
428.473989693,-6.5732
428.973205524,-6.59390000001
429.472421357,-6.6185
429.971637192,-6.98699999999
430.470853024,-7.3844
430.970068858,-7.5445
431.469284691,-7.1547
431.968500525,-6.95269999999
432.467716358,-7.1474
432.966932191,-7.22070000001
433.466148025,-7.2736
433.965363857,-7.0156
434.464579691,-6.40700000001
434.963795525,-6.423
435.463011358,-6.2464
435.962227191,-6.1562
436.461443023,-6.1238
436.960658858,-6.1737
437.459874692,-6.09080000001
437.959090524,-6.25629999999
438.458306358,-6.2966
438.957522191,-6.27710000001
439.456738023,-6.34880000001
439.955953858,-6.4019
440.455169691,-6.5563
440.954385525,-6.5776
441.453601358,-6.61840000001
441.95281719,-6.63830000001
442.452033024,-7.0646
442.951248857,-7.28780000001
443.450464692,-7.8419
443.949680524,-7.91899999999
444.448896359,-7.9847
444.948112191,-7.1654
445.447328024,-7.11629999999
445.946543858,-7.8076
446.44575969,-7.6413
446.944975524,-6.9105
447.444191357,-6.889
447.943407192,-6.811
448.442623025,-6.58809999999
448.941838857,-6.379
449.44105469,-6.19349999999
449.940270524,-6.1067
450.439486359,-5.99280000001
450.93870219,-5.9584
451.437918024,-5.9175
451.937133857,-5.9562
452.43634969,-5.90270000001
452.935565524,-5.9198
453.434781357,-5.92539999999
453.933997191,-5.9301
454.433213023,-5.8484
454.932428858,-5.8276
455.43164469,-5.7138
455.930860523,-5.71189999999
456.430076357,-5.7018
456.929292192,-5.6799
457.428508025,-5.7761
457.927723856,-5.9105
458.426939691,-5.9636
458.926155524,-5.9277
459.425371357,-5.9618
459.92458719,-5.9801
460.423803025,-6.0523
460.923018858,-6.14380000001
461.42223469,-6.1985
461.921450525,-6.226
462.420666357,-6.2098
462.919882192,-6.2602
463.419098024,-6.46460000001
463.918313858,-6.4853
464.417529692,-6.6551
464.916745525,-6.7692
465.415961358,-6.7941
465.915177191,-6.8082
466.414393024,-6.8615
466.913608856,-6.95480000001
467.412824691,-7.7028
467.912040525,-8.0254
468.411256359,-8.18459999999
468.91047219,-8.16770000001
469.409688023,-7.8377
469.908903858,-7.20849999999
470.408119693,-7.9528
470.907335524,-8.13920000001
471.406551357,-7.9807
471.905767192,-7.47870000001
472.404983024,-7.27340000001
472.904198859,-6.9712
473.403414691,-6.7671
473.902630525,-6.7028
474.401846358,-6.65889999999
474.901062191,-6.4939
475.400278025,-6.36599999999
475.899493857,-6.3475
476.398709691,-6.4489
476.897925525,-6.3211
477.397141359,-6.3573
477.896357191,-6.2871
478.395573023,-6.226
478.893728223,-6.1893
479.391883418,-6.1614
479.890038616,-6.1645
480.388193813,-6.2369
480.88634901,-6.4164
481.384504208,-6.46000000001
481.882659405,-6.4708
482.380814603,-6.48480000001
482.8789698,-6.59050000001
483.377124998,-6.4713
483.875280196,-6.7914
484.373435392,-7.0601
484.87159059,-6.93180000001
485.369745788,-7.5861
485.867900985,-7.7849
486.366056182,-7.6666
486.864211379,-7.31759999999
487.362366577,-7.1146
487.860521775,-7.3939
488.358676972,-7.6277
488.856832169,-7.4797
489.354987367,-7.1009
489.853142564,-6.80710000001
490.351297762,-6.64539999999
490.849452959,-6.5235
491.347608155,-6.50930000001
491.845763355,-6.47010000001
492.343918549,-6.4333
492.842073747,-6.44809999999
493.340228947,-6.5119
493.838384142,-6.4408
494.336539342,-6.4887
494.834694537,-6.4901
495.332849734,-6.32120000001
495.831004931,-6.40459999999
496.329160129,-6.3492
496.827315327,-6.412
497.325470524,-6.52250000001
497.823625721,-6.7703
498.321780918,-6.63219999999
498.819936116,-6.743
499.318091314,-6.7858
499.816246511,-7.1145
500.314401708,-6.8667
500.812556906,-7.413
501.310712103,-7.67600000001
501.808867301,-7.67969999999
502.307022498,-7.63099999999
502.805177696,-7.33259999999
503.303332893,-7.0123
503.80148809,-7.25229999999
504.299643288,-7.59
504.797798486,-7.5337
505.295953683,-7.2693
505.79410888,-6.72259999999
506.292264077,-6.5662
506.790419273,-6.4461
507.288574473,-6.41590000001
507.78672967,-6.3728
508.284884865,-6.27899999999
508.783040065,-6.1985
509.28119526,-6.2681
509.77935046,-6.2366
510.277505655,-6.3319
510.775660853,-6.36410000001
511.27381605,-6.3982
511.771971248,-6.3762
512.270126444,-6.29730000001
512.768281642,-6.3097
513.26643684,-6.35890000001
513.764592037,-6.45970000001
514.262747235,-6.56879999999
514.760902432,-6.69130000001
515.259057629,-6.8284
515.757212827,-6.9513
516.255368024,-7.4417
516.753523221,-8.1761
517.251678419,-8.28230000001
517.749833616,-8.38740000001
518.247988814,-8.33070000001
518.746144012,-7.8021
519.244299209,-7.25870000001
519.742454407,-7.59080000001
520.240609603,-7.2335
520.738764801,-7.0557
521.236919999,-7.55220000001
521.735075196,-7.5962
522.233230392,-7.3722
522.731385591,-7.6268
523.229540788,-6.8288
523.727695983,-6.6351
524.225851182,-6.89840000001
524.724006379,-7.0805
525.222161578,-6.9173
525.720316773,-6.6933
526.218471971,-6.50229999999
526.716627168,-6.61810000001
527.214782366,-6.9599
527.712937563,-7.3051
528.21109276,-7.4642
528.709247958,-7.4809
529.207403155,-7.4379
529.705558353,-7.167
530.203713551,-6.7035
530.701868748,-6.909
531.200023946,-7.4022
531.698179142,-6.9356
532.19633434,-7.0334
532.694489538,-7.3233
533.192644735,-7.35769999999
533.690799932,-7.2353
534.18895513,-7.03140000001
534.687110327,-6.841
535.185265525,-7.3049
535.683420722,-7.40429999999
536.181575919,-7.0353
536.679731117,-6.7745
537.177886314,-6.6977
537.676041512,-6.57889999999
538.17419671,-6.4313
538.672351907,-6.3146
539.170507102,-6.288
539.668662302,-6.3066
540.166817497,-6.2926
540.664972697,-6.26360000001
541.163127892,-6.26579999999
541.66128309,-6.31540000001
542.159438289,-6.3768
542.657593484,-6.48330000001
543.155748681,-6.76700000001
543.653903879,-7.3848
544.152059076,-7.58560000001
544.650214273,-7.641
545.148369471,-7.3728
545.646524669,-7.6251
546.144679866,-7.7841
546.642835064,-7.6148
547.140990261,-7.29399999999
